unique_customer_id,Recency,Frequency,Monetary
LOYALTY_d63ced4d-f79a-4275-bb0f-0083d646b57f,105,1,15.99
LOYALTY_e7ef554f-c7f5-47c5-b512-af2a20a2c693,46,1,15.99
CARD_AMEX_3048,37,1,15.97
CARD_AMEX_8683,106,1,15.95
CARD_DISCOVER_3358,97,1,15.95
CARD_DISCOVER_3409,33,1,15.95
CARD_MASTERCARD_2785,100,1,15.95
CARD_VISA_5801,50,1,15.95
GUEST_ORDER_88a701f5-856a-4c9f-a87e-586dfcba1f85,65,1,15.95
CARD_AMEX_4272,15,2,15.940000000000001
CARD_VISA_0853,31,2,15.940000000000001
CARD_VISA_5723,75,2,15.940000000000001
CARD_VISA_6226,3,2,15.940000000000001
LOYALTY_078067ea-8866-4b58-a641-c253ce5a63e2,98,2,15.940000000000001
LOYALTY_17465b47-1ae9-443e-89b2-6b855c41be22,80,2,15.940000000000001
CARD_AMEX_8009,90,1,15.92
GUID_5a615170-f690-4ae8-9886-cf12fe66d479,13,1,15.92
LOYALTY_8ac6ef63-d7e3-4733-aa0e-f05562cf177a,6,1,15.92
LOYALTY_c9febd0f-eb42-4d41-9a49-fef0b93c974c,75,1,15.92
CARD_AMEX_0304,39,2,15.9
CARD_AMEX_8535,100,2,15.9
CARD_VISA_3335,5,2,15.9
CARD_VISA_4702,27,2,15.9
CARD_VISA_5902,33,2,15.9
CARD_VISA_7442,20,2,15.9
CARD_AMEX_2635,5,1,15.9
CARD_VISA_1590,69,1,15.9
CARD_VISA_7483,10,1,15.9
LOYALTY_da9336f0-a1db-4bbf-bf6c-f06b134c30bb,33,1,15.9
CARD_AMEX_3482,32,2,15.899999999999999
CARD_VISA_4798,52,1,15.88
CARD_VISA_8624,76,1,15.88
CARD_MASTERCARD_3390,15,2,15.860000000000001
CARD_VISA_5668,9,2,15.860000000000001
GUID_56e89075-0528-438c-bf6a-b5f7c71e2164,4,1,15.85
LOYALTY_456fa1a7-a6ac-4746-af6a-cd8514ab5084,78,2,15.81
CARD_DISCOVER_4767,52,1,15.81
CARD_AMEX_2177,82,2,15.79
CARD_MASTERCARD_1745,32,2,15.79
CARD_VISA_0331,108,2,15.79
CARD_VISA_0709,44,2,15.79
CARD_VISA_1272,3,2,15.79
CARD_VISA_6531,69,2,15.79
CARD_VISA_8021,14,2,15.79
CARD_VISA_9097,81,2,15.79
LOYALTY_4c580706-6522-461a-bd0d-06cd43a3558d,10,2,15.79
LOYALTY_c4fc74e9-5615-4c12-b984-c11c1d541d0c,30,2,15.79
CARD_AMEX_3436,86,1,15.79
CARD_AMEX_3904,110,1,15.79
CARD_AMEX_8737,15,1,15.79
CARD_DISCOVER_5212,16,1,15.79
CARD_MASTERCARD_0222,52,1,15.79
CARD_MASTERCARD_4117,109,1,15.79
CARD_MASTERCARD_5509,11,1,15.79
CARD_MASTERCARD_8816,90,1,15.79
CARD_MASTERCARD_9177,90,1,15.79
CARD_MASTERCARD_9284,106,1,15.79
CARD_VISA_0004,2,1,15.79
CARD_VISA_0359,87,1,15.79
CARD_VISA_5347,74,1,15.79
CARD_VISA_6543,75,1,15.79
CARD_VISA_7657,92,1,15.79
GUEST_ORDER_1badd937-416d-4d53-9739-04649d5d1c26,39,1,15.79
LOYALTY_276e3cbd-c9c5-454b-9d4d-5b1d2784e37f,109,1,15.79
LOYALTY_35dc0bef-ca11-418e-b7d9-45c491b1f897,51,1,15.79
LOYALTY_59147711-9989-4b73-8ca3-ae3a4496159a,51,1,15.79
LOYALTY_c89371d6-f9f0-42b1-8989-0444784de56c,54,1,15.79
LOYALTY_84b99094-abaa-400b-bfc6-3a6eaa2fa8c4,2,2,15.780000000000001
CARD_MASTERCARD_6930,25,2,15.75
CARD_MASTERCARD_8341,24,2,15.75
CARD_AMEX_0608,65,1,15.75
CARD_MASTERCARD_6042,82,1,15.75
CARD_VISA_0347,44,1,15.75
CARD_VISA_1046,78,1,15.75
CARD_VISA_9026,47,1,15.75
CARD_MASTERCARD_1121,1,2,15.740000000000002
CARD_MASTERCARD_2565,18,2,15.74
CARD_VISA_1760,111,2,15.74
CARD_VISA_6869,39,2,15.74
CARD_MASTERCARD_4154,107,1,15.74
CARD_MASTERCARD_4742,28,1,15.74
CARD_VISA_0526,33,1,15.74
CARD_VISA_2532,102,1,15.74
GUEST_ORDER_cad7ec46-1659-44f7-95ff-dc40f56bbd44,10,1,15.74
LOYALTY_740de5ac-6431-444e-9a61-455a1b9a2b04,107,1,15.74
LOYALTY_ac3cf740-e6da-43b3-bdad-38babe237430,110,1,15.74
LOYALTY_bd35160b-d71a-40c9-b611-3cd71e7df3b4,111,1,15.74
LOYALTY_e90e06cb-ff84-4dfb-99e5-eac6cf5d1cb9,35,1,15.74
GUEST_ORDER_683e01f9-523a-46a1-8507-b22612dff2d0,89,1,15.73
LOYALTY_994a1a88-66ab-4cae-b3e3-724b5c71511a,95,1,15.73
CARD_VISA_1119,94,1,15.7
LOYALTY_4f582d8f-51a5-4784-805e-5335a139549e,73,1,15.7
CARD_DISCOVER_0873,39,2,15.690000000000001
CARD_DISCOVER_0759,20,1,15.68
CARD_VISA_5514,76,1,15.68
CARD_VISA_6688,6,1,15.68
CARD_VISA_1818,28,2,15.670000000000002
LOYALTY_792b093f-4ced-4076-b4ae-d0c7674f67fe,59,2,15.67
CARD_AMEX_6427,87,1,15.67
CARD_VISA_2088,90,1,15.67
CARD_VISA_2513,61,1,15.67
CARD_VISA_9760,97,1,15.67
GUID_9045268f-1222-4445-8aa9-602a7ea7f6c3,18,1,15.67
CARD_AMEX_1282,81,2,15.66
CARD_DISCOVER_2724,29,2,15.66
CARD_MASTERCARD_1090,17,2,15.66
CARD_VISA_9361,80,2,15.66
CARD_VISA_9728,9,2,15.66
CARD_MASTERCARD_3509,18,1,15.66
LOYALTY_acba2264-5213-435a-b38c-c329e1ea909e,33,1,15.66
CARD_AMEX_3585,105,1,15.64
CARD_MASTERCARD_7501,113,1,15.64
CARD_VISA_0173,19,1,15.64
CARD_VISA_6056,71,1,15.64
LOYALTY_ce9fcdfa-c6f0-4669-beb9-8f0cf2bbd129,107,1,15.64
LOYALTY_d396dba2-dc5f-4401-b8fe-90b6eb16fcc6,39,1,15.64
LOYALTY_fe26fef8-6bf4-4bd4-ba54-99d47019d2bf,98,1,15.64
CARD_MASTERCARD_7168,53,1,15.63
LOYALTY_9553197b-9923-4003-9ff5-000149e39f99,1,1,15.63
CARD_MASTERCARD_1074,8,2,15.629999999999999
CARD_MASTERCARD_1103,78,2,15.629999999999999
CARD_MASTERCARD_5088,4,2,15.629999999999999
CARD_VISA_5686,36,2,15.629999999999999
CARD_VISA_8947,105,2,15.629999999999999
CARD_MASTERCARD_8320,88,2,15.620000000000001
CARD_MASTERCARD_9253,29,2,15.610000000000001
CARD_VISA_3394,97,2,15.610000000000001
CARD_AMEX_7444,85,1,15.61
CARD_VISA_4287,67,2,15.6
CARD_VISA_9068,14,2,15.6
GUID_cb4b9b8d-eefa-450a-9ad4-662d51c89381,21,1,15.6
GUID_55ef3fbc-bc24-451f-9af8-d7cce4f958c2,13,1,15.55
CARD_VISA_4589,65,2,15.530000000000001
CARD_AMEX_3552,19,1,15.52
CARD_AMEX_5060,3,1,15.52
CARD_VISA_2868,76,1,15.52
CARD_VISA_3739,20,1,15.52
CARD_VISA_8514,27,1,15.52
GUEST_ORDER_37ad7b66-c490-4f6f-b7b2-87fba4c99c00,63,1,15.52
GUEST_ORDER_5b309d8c-6037-4206-bd0e-47be20c49e6b,19,1,15.52
GUEST_ORDER_6f34d80f-8812-421e-8448-bdb2fb905229,70,1,15.52
GUEST_ORDER_b1e8736e-d37c-46f8-889c-9ff6c5f75b09,41,1,15.52
GUEST_ORDER_e75afe3e-be2a-405f-82a6-55ed90d261c7,89,1,15.52
LOYALTY_2296de05-8aff-4d89-b9f4-31bb67fec498,69,2,15.510000000000002
LOYALTY_da833c8d-1813-4322-8ad2-dbbebaf997a5,8,2,15.510000000000002
CARD_MASTERCARD_1504,38,2,15.51
CARD_AMEX_8508,103,1,15.51
CARD_MASTERCARD_0375,92,1,15.51
CARD_MASTERCARD_8054,25,1,15.51
CARD_VISA_0753,25,1,15.51
CARD_VISA_3659,103,1,15.51
CARD_VISA_3881,7,1,15.51
CARD_VISA_8841,36,1,15.51
GUEST_ORDER_de966e5b-0c71-4dd2-af9d-0e89dc238b43,69,1,15.51
LOYALTY_a61c13fd-7025-40be-a387-2fb2e5faa5bf,68,2,15.490000000000002
CARD_VISA_6555,34,2,15.49
CARD_VISA_3047,101,1,15.49
CARD_VISA_6498,110,1,15.49
CARD_VISA_9072,73,2,15.47
CARD_AMEX_3093,36,1,15.47
CARD_AMEX_3317,28,1,15.47
CARD_MASTERCARD_7873,68,1,15.47
CARD_VISA_4246,11,1,15.47
CARD_VISA_8433,55,1,15.47
LOYALTY_0163ca29-a8aa-4a0e-bc88-2f5a9d30e848,112,1,15.47
LOYALTY_872c3dc4-99a8-4420-81c6-97cf4e5002a3,101,1,15.47
CARD_AMEX_4645,65,2,15.46
CARD_VISA_7118,8,2,15.46
CARD_DISCOVER_9218,24,1,15.46
CARD_MASTERCARD_3243,112,1,15.46
CARD_MASTERCARD_3914,104,1,15.46
CARD_VISA_3097,112,1,15.46
CARD_VISA_3368,105,1,15.46
CARD_VISA_6344,97,1,15.46
CARD_VISA_7861,62,1,15.46
CARD_VISA_8080,112,1,15.46
CARD_VISA_8988,76,1,15.46
LOYALTY_9e7ac41c-3533-488a-adff-b2581453245d,108,1,15.46
LOYALTY_e6b9be1b-d47c-451c-b2c1-333cf4fa9272,41,1,15.46
CARD_VISA_6662,14,2,15.45
CARD_VISA_9119,79,2,15.45
CARD_VISA_9890,19,2,15.45
CARD_AMEX_6283,17,1,15.45
CARD_VISA_1021,76,1,15.45
LOYALTY_56873589-840e-4b04-9a2e-c4f6a4f8f922,93,1,15.45
LOYALTY_54931cfb-1032-4ae4-a9ae-8a38c1d97546,40,1,15.44
CARD_AMEX_8847,38,1,15.43
CARD_DISCOVER_3689,4,1,15.43
CARD_DISCOVER_3755,12,1,15.43
CARD_DISCOVER_8086,97,1,15.43
CARD_MASTERCARD_0266,18,1,15.43
CARD_MASTERCARD_2671,34,1,15.43
CARD_MASTERCARD_6337,84,1,15.43
CARD_VISA_0659,20,1,15.43
CARD_VISA_9632,55,1,15.43
LOYALTY_992afc18-efff-4aca-8c6c-492f0b1477e4,107,1,15.43
LOYALTY_9daff47d-b973-425e-a5fc-90b3721b6b79,34,1,15.43
LOYALTY_ea1dddfd-96db-4d5c-a91d-6ad977e5a72d,71,1,15.43
LOYALTY_f80c4fd9-6d1f-42d9-b08e-c7d1dcb33dc3,16,1,15.43
CARD_AMEX_7911,78,2,15.420000000000002
CARD_AMEX_4826,74,1,15.41
CARD_AMEX_7934,56,1,15.41
CARD_DISCOVER_5692,15,1,15.41
CARD_VISA_1146,104,1,15.41
CARD_VISA_7112,73,1,15.41
LOYALTY_a40f775d-7e0a-4c1c-a45a-204c51db906e,13,1,15.41
CARD_VISA_1857,28,1,15.4
CARD_VISA_5718,80,1,15.4
CARD_MASTERCARD_0435,33,2,15.379999999999999
CARD_DISCOVER_7658,31,2,15.370000000000001
CARD_VISA_2769,107,2,15.370000000000001
CARD_VISA_4250,5,2,15.370000000000001
CARD_VISA_7919,77,2,15.36
CARD_DISCOVER_6344,70,1,15.36
CARD_VISA_0671,36,1,15.36
CARD_VISA_8789,63,1,15.36
CARD_MASTERCARD_2622,38,1,15.34
CARD_VISA_9946,103,1,15.34
CARD_DISCOVER_3962,100,2,15.32
CARD_MASTERCARD_7676,47,2,15.32
CARD_VISA_5032,40,2,15.32
CARD_VISA_7679,18,2,15.3
CARD_VISA_7715,66,2,15.3
CARD_MASTERCARD_5870,36,2,15.29
CARD_VISA_6471,3,2,15.28
CARD_DISCOVER_5270,70,1,15.27
LOYALTY_d91e1c70-96ad-40e4-964f-651fa0ed8a97,46,1,15.27
CARD_AMEX_9849,13,2,15.25
CARD_VISA_3854,14,2,15.25
CARD_VISA_6166,54,2,15.25
CARD_DISCOVER_7730,109,1,15.25
CARD_VISA_2530,2,1,15.25
CARD_VISA_2989,90,1,15.25
CARD_VISA_4055,83,1,15.25
CARD_VISA_6933,32,2,15.240000000000002
CARD_VISA_8303,78,2,15.240000000000002
CARD_AMEX_1036,94,2,15.24
CARD_DISCOVER_7821,7,2,15.24
CARD_MASTERCARD_2172,105,2,15.24
CARD_VISA_4711,76,2,15.24
LOYALTY_63421ab4-f721-4920-92d2-edbdedcd2b4d,72,2,15.24
CARD_AMEX_1691,73,1,15.24
CARD_DISCOVER_0190,103,1,15.24
CARD_MASTERCARD_2737,109,1,15.24
CARD_MASTERCARD_3656,80,1,15.24
CARD_MASTERCARD_7734,110,1,15.24
CARD_VISA_0767,81,1,15.24
CARD_VISA_1562,77,1,15.24
CARD_VISA_6728,86,1,15.24
GUEST_ORDER_fc54ab02-ab30-4570-8205-7eaed82d5fa5,5,1,15.24
LOYALTY_e17e5863-a864-4897-835f-e435b95731a0,104,1,15.24
CARD_VISA_7013,27,2,15.23
CARD_MASTERCARD_6927,85,1,15.23
GUEST_ORDER_22a02e2b-cb27-4dc4-8826-7fb46b366736,116,1,15.21
LOYALTY_98d32e7f-036d-4a58-851b-649a87289b21,104,1,15.2
CARD_AMEX_4093,73,2,15.190000000000001
CARD_DISCOVER_3985,91,2,15.190000000000001
CARD_MASTERCARD_1826,98,2,15.190000000000001
CARD_MASTERCARD_1831,77,2,15.190000000000001
CARD_MASTERCARD_3131,101,2,15.190000000000001
CARD_MASTERCARD_3541,112,2,15.190000000000001
CARD_MASTERCARD_6462,24,2,15.190000000000001
CARD_VISA_1401,102,2,15.190000000000001
CARD_VISA_1805,82,2,15.190000000000001
CARD_VISA_2368,39,2,15.190000000000001
CARD_VISA_3082,62,2,15.190000000000001
CARD_VISA_3730,100,2,15.190000000000001
CARD_VISA_4189,39,2,15.190000000000001
CARD_VISA_6432,27,2,15.190000000000001
CARD_VISA_8209,6,2,15.190000000000001
CARD_VISA_8492,104,2,15.190000000000001
CARD_VISA_9243,41,2,15.190000000000001
CARD_VISA_9682,37,2,15.190000000000001
CARD_VISA_9683,76,2,15.190000000000001
LOYALTY_12cdae06-a5ab-4c0f-aa8a-ca4a8e7d4b76,76,2,15.190000000000001
CARD_AMEX_1109,61,1,15.19
CARD_AMEX_1775,86,1,15.19
CARD_AMEX_3580,82,1,15.19
CARD_AMEX_9575,47,1,15.19
CARD_JCB_1061,24,1,15.19
CARD_MASTERCARD_1455,64,1,15.19
CARD_MASTERCARD_2146,31,1,15.19
CARD_MASTERCARD_5842,62,1,15.19
CARD_MASTERCARD_6085,92,1,15.19
CARD_VISA_0299,29,1,15.19
CARD_VISA_0547,104,1,15.19
CARD_VISA_1277,49,1,15.19
CARD_VISA_2454,49,1,15.19
CARD_VISA_3109,101,1,15.19
CARD_VISA_3208,107,1,15.19
CARD_VISA_4083,35,1,15.19
CARD_VISA_5864,97,1,15.19
CARD_VISA_7713,108,1,15.19
CARD_VISA_8082,90,1,15.19
CARD_VISA_8325,10,1,15.19
GUEST_ORDER_109e0208-5003-40fd-8a30-3a64236025c3,96,1,15.19
GUEST_ORDER_2129f2d3-a374-461b-839b-010f23bcbe0f,9,1,15.19
GUEST_ORDER_ceee21f0-fedf-43e6-b019-4fd4b4a1dbd4,37,1,15.19
GUEST_ORDER_fce677c4-d568-4a3a-b9df-0811b905bf93,6,1,15.19
LOYALTY_17a00f8f-699a-4d61-bcc3-0b6a4d7a211f,51,1,15.19
LOYALTY_4a992614-5f4d-48d7-b48e-c39605e82db3,97,1,15.19
LOYALTY_81e88055-4d85-47ba-9d6b-9ac1b9ecce82,108,1,15.19
LOYALTY_8716cbed-ba09-47e9-a992-b455689d8b7b,12,1,15.19
LOYALTY_8dc76630-924f-4154-9329-cbe74192ee9f,2,1,15.19
LOYALTY_900f7be6-5966-49ca-b83b-85999d17327a,63,1,15.19
LOYALTY_9e543a7e-21b8-4ddd-bb45-f2ff3fffc03f,11,1,15.19
LOYALTY_b78dbacc-74e3-4c01-8315-cdcd80e63c36,86,1,15.19
LOYALTY_e9e0caba-b59a-4f44-b4b6-a32f3eda1592,105,1,15.19
LOYALTY_fb1d8996-d49e-442c-a350-1a2301889252,68,1,15.19
CARD_VISA_2060,49,1,15.18
CARD_VISA_9014,50,1,15.18
CARD_VISA_8676,64,2,15.17
CARD_DISCOVER_4941,5,1,15.17
LOYALTY_b11b8386-bec8-4a5f-80ee-b4575cede16e,51,2,15.16
CARD_AMEX_6161,12,1,15.16
CARD_MASTERCARD_3744,71,1,15.16
CARD_MASTERCARD_7536,30,1,15.16
CARD_VISA_0284,63,1,15.16
CARD_VISA_5613,63,1,15.16
CARD_VISA_9658,84,1,15.16
CARD_VISA_9882,78,1,15.16
LOYALTY_afb4fef6-612d-4dc5-8c15-c3d99ed9aa03,18,1,15.16
CARD_VISA_3172,78,2,15.15
CARD_AMEX_2742,13,1,15.15
GUID_3130c1f5-bc70-416e-be37-94653a936dee,1,1,15.15
CARD_VISA_6506,60,2,15.14
CARD_VISA_8066,9,2,15.14
CARD_AMEX_1377,59,1,15.14
CARD_VISA_7434,16,2,15.13
CARD_AMEX_9063,64,1,15.13
CARD_DISCOVER_6090,99,1,15.13
CARD_DISCOVER_8451,89,1,15.13
CARD_MASTERCARD_2421,44,1,15.13
CARD_VISA_1749,9,1,15.13
CARD_VISA_3434,36,1,15.13
CARD_VISA_4301,103,1,15.13
CARD_VISA_6834,80,1,15.13
GUEST_ORDER_1aa5fdf4-a767-4191-a293-9f4e6fd1f165,72,1,15.13
LOYALTY_42af4300-cb7b-4bfa-9499-cbe3f5da5306,96,1,15.13
LOYALTY_55710b30-7061-45ce-bf3a-6e5e5b89b98c,68,1,15.13
LOYALTY_c027c468-f9d1-4028-8fa9-a57bdcf97f3e,37,1,15.13
LOYALTY_d8c314a3-55a1-49ea-97f5-558b850b9f5a,102,1,15.13
CARD_VISA_9559,102,1,15.1
CARD_VISA_0742,25,2,15.08
CARD_VISA_2279,94,1,15.08
CARD_VISA_8418,43,2,15.07
CARD_MASTERCARD_0091,101,2,15.06
CARD_MASTERCARD_6811,88,2,15.06
CARD_VISA_1486,54,2,15.06
CARD_MASTERCARD_8600,62,1,15.05
LOYALTY_97ab8289-925e-4431-b359-8c5fbaba6467,113,1,15.05
CARD_VISA_1270,37,2,15.04
LOYALTY_e401af19-899e-49c0-a1ab-25aeff4ed1c8,89,2,15.04
CARD_VISA_5759,90,2,15.030000000000001
CARD_VISA_6638,7,2,15.030000000000001
CARD_VISA_9608,24,2,15.030000000000001
LOYALTY_96562b0a-e677-47e2-94ae-19171ccccbca,34,2,15.030000000000001
CARD_DISCOVER_3493,34,1,15.03
CARD_MASTERCARD_3805,76,1,15.03
CARD_VISA_7544,98,2,15.010000000000002
CARD_AMEX_5548,72,1,15.01
CARD_AMEX_8711,34,1,15.01
CARD_MASTERCARD_2252,77,1,15.01
CARD_MASTERCARD_3548,19,1,15.01
CARD_VISA_0666,97,1,15.01
CARD_VISA_9538,22,1,15.01
CARD_VISA_9564,69,1,15.01
LOYALTY_cb3452b2-7966-47b0-bbd5-c287043a26a2,36,1,15.01
CARD_VISA_4964,24,1,15.0
LOYALTY_f7e5e34f-ca1c-4a8b-83f6-d42114aa7332,53,1,15.0
LOYALTY_0081d39e-48f2-4b83-b78f-d08f88b16a68,27,2,14.99
CARD_DISCOVER_0868,11,2,14.98
CARD_MASTERCARD_5301,27,1,14.97
CARD_MASTERCARD_6365,35,1,14.97
CARD_MASTERCARD_7003,93,1,14.97
CARD_MASTERCARD_8116,62,1,14.97
CARD_VISA_2046,87,1,14.97
CARD_VISA_2917,72,1,14.97
CARD_VISA_3616,45,1,14.97
CARD_VISA_3660,50,1,14.97
CARD_VISA_6153,97,1,14.97
GUEST_ORDER_15fab29d-7e60-4534-aa9f-14343ed3d08a,14,1,14.97
LOYALTY_22364f64-558a-4aaf-b6a2-e94b4a8d92ae,8,1,14.97
CARD_VISA_3144,40,1,14.93
GUID_d8bc38ee-cde7-498b-b831-b5034c9ee465,35,1,14.93
CARD_MASTERCARD_3500,8,2,14.92
CARD_MASTERCARD_8235,55,2,14.92
CARD_DISCOVER_4020,63,1,14.92
CARD_MASTERCARD_1033,74,1,14.92
CARD_MASTERCARD_4219,61,1,14.92
CARD_MASTERCARD_5346,71,1,14.92
CARD_MASTERCARD_8138,77,1,14.92
CARD_MASTERCARD_8672,78,1,14.92
CARD_VISA_2211,53,1,14.92
CARD_VISA_3723,75,1,14.92
CARD_VISA_4161,52,1,14.92
CARD_VISA_5317,75,1,14.92
CARD_VISA_6320,71,1,14.92
CARD_VISA_9451,76,1,14.92
CARD_VISA_9511,53,1,14.92
GUEST_ORDER_8954c164-ba57-4a74-bbd6-445ac3112e26,73,1,14.92
GUEST_ORDER_98edc14f-9bef-44ae-b172-1fd406ddc74f,68,1,14.92
GUEST_ORDER_cb762529-6d7a-433f-8811-05bcd2610e50,79,1,14.92
LOYALTY_45911610-4c15-4863-9f7e-6d223d3c7c85,40,1,14.92
CARD_VISA_4599,70,2,14.91
LOYALTY_8d147d16-f237-42f6-8c87-154f11fcea69,36,2,14.91
GUID_e21d33ad-be5a-467e-bf1c-0c43a15e1fcd,37,1,14.91
CARD_MASTERCARD_1329,28,2,14.900000000000002
CARD_VISA_4687,86,2,14.900000000000002
CARD_VISA_9755,18,2,14.9
CARD_VISA_1468,99,1,14.88
CARD_MASTERCARD_0023,102,2,14.879999999999999
CARD_VISA_2590,38,2,14.879999999999999
CARD_VISA_6021,102,2,14.879999999999999
CARD_AMEX_0309,25,1,14.87
CARD_MASTERCARD_4185,12,1,14.87
CARD_MASTERCARD_9493,47,1,14.87
CARD_VISA_9052,87,1,14.87
LOYALTY_fc0c8c82-b1d8-45da-b845-1999a918b766,101,1,14.87
CARD_DISCOVER_3503,24,2,14.860000000000001
CARD_VISA_3015,112,2,14.860000000000001
CARD_VISA_5935,8,2,14.86
CARD_AMEX_3251,90,1,14.86
CARD_AMEX_6750,74,1,14.86
CARD_AMEX_7922,34,1,14.86
CARD_DISCOVER_3340,91,1,14.86
CARD_MASTERCARD_0797,105,1,14.86
CARD_MASTERCARD_1362,33,1,14.86
CARD_MASTERCARD_1479,56,1,14.86
CARD_MASTERCARD_2644,15,1,14.86
CARD_MASTERCARD_5780,98,1,14.86
CARD_VISA_0866,104,1,14.86
CARD_VISA_1180,74,1,14.86
CARD_VISA_1314,108,1,14.86
CARD_VISA_1872,42,1,14.86
CARD_VISA_2243,97,1,14.86
CARD_VISA_2964,104,1,14.86
CARD_VISA_4069,71,1,14.86
CARD_VISA_4114,102,1,14.86
CARD_VISA_5292,81,1,14.86
CARD_VISA_7687,10,1,14.86
CARD_VISA_8756,8,1,14.86
LOYALTY_35bf30b3-28ce-4bf4-8c68-71e276156112,7,1,14.86
CARD_VISA_1488,70,2,14.850000000000001
CARD_VISA_9741,35,2,14.850000000000001
CARD_DISCOVER_5812,56,1,14.83
CARD_MASTERCARD_3546,32,1,14.82
CARD_MASTERCARD_3594,53,1,14.82
CARD_VISA_2905,44,1,14.82
CARD_VISA_5508,62,1,14.82
CARD_VISA_6408,82,1,14.82
CARD_DISCOVER_0097,76,2,14.81
CARD_DISCOVER_0350,78,2,14.81
CARD_DISCOVER_1594,103,2,14.81
CARD_DISCOVER_4164,51,2,14.81
CARD_DISCOVER_6119,92,2,14.81
CARD_DISCOVER_8757,5,2,14.81
CARD_DISCOVER_9652,97,2,14.81
CARD_MASTERCARD_3815,6,2,14.81
CARD_MASTERCARD_4038,35,2,14.81
CARD_MASTERCARD_4671,86,2,14.81
CARD_MASTERCARD_5108,71,2,14.81
CARD_MASTERCARD_5765,9,2,14.81
CARD_MASTERCARD_7394,4,2,14.81
CARD_VISA_1574,15,2,14.81
CARD_VISA_2017,91,2,14.81
CARD_VISA_2078,73,2,14.81
CARD_VISA_2123,43,2,14.81
CARD_VISA_6124,34,2,14.81
CARD_VISA_6434,7,2,14.81
CARD_VISA_8294,15,2,14.81
CARD_VISA_8956,31,2,14.81
CARD_VISA_9293,71,2,14.81
LOYALTY_02392fcc-69d6-4be7-ae4b-090f19ce5d38,34,2,14.81
LOYALTY_2ade7022-ec27-4759-8e83-89b0c627ee02,96,2,14.81
LOYALTY_92cbe86c-6d69-4f99-ac03-df378d936c6b,3,2,14.81
LOYALTY_c5d8516b-790b-43fc-8e13-50f702c8bd37,4,2,14.81
LOYALTY_d9c82de4-8eed-4695-a0ed-f3adad86cda8,110,2,14.81
CARD_AMEX_5998,78,1,14.81
CARD_DISCOVER_3988,35,1,14.81
CARD_DISCOVER_7919,14,1,14.81
CARD_MASTERCARD_8923,65,1,14.81
CARD_VISA_1101,41,1,14.81
CARD_VISA_1290,34,1,14.81
CARD_VISA_1721,110,1,14.81
CARD_VISA_1852,84,1,14.81
CARD_VISA_4141,33,1,14.81
CARD_VISA_4431,34,1,14.81
CARD_VISA_4881,20,1,14.81
CARD_VISA_4986,63,1,14.81
CARD_VISA_5679,46,1,14.81
CARD_VISA_6742,55,1,14.81
CARD_VISA_7024,105,1,14.81
CARD_VISA_8068,6,1,14.81
GUEST_ORDER_836e3878-638b-4bd2-b34c-cdfcd887888e,90,1,14.81
GUEST_ORDER_f5341429-a7e0-4b7a-bf34-4c4f593bb1a3,102,1,14.81
GUID_1f1b93c6-ace6-40dc-95b0-bbe59cfae657,41,1,14.81
LOYALTY_1a03d64a-0c97-4088-a3a3-6dafc515930b,90,1,14.81
LOYALTY_3f34b061-98bc-4ce3-b841-eab527a59ac3,45,1,14.81
LOYALTY_527d552a-08f1-417f-9ec8-e915b9978ee2,7,1,14.81
LOYALTY_91e71f3e-6fd6-43e2-a5d9-389056cdb3d0,65,1,14.81
LOYALTY_b4e297e7-74f6-4a84-877a-ae497b0a6fc9,103,1,14.81
LOYALTY_bc5f15bd-45d7-43da-b58c-b985eb2a2e93,30,1,14.81
LOYALTY_e590fd8e-fad9-41ea-af33-de88258486af,34,1,14.81
CARD_MASTERCARD_2966,13,1,14.8
CARD_VISA_1293,91,1,14.8
CARD_VISA_3792,101,1,14.8
CARD_VISA_5185,22,1,14.8
LOYALTY_1883d877-5e1d-4339-856a-ce91bd8dab56,72,1,14.8
LOYALTY_41a563e7-3bbd-418b-a8e2-0908589b3c82,18,1,14.8
LOYALTY_425f8bdc-605c-4bb8-8fb7-099fb31a4e7e,103,1,14.8
LOYALTY_d1900418-9436-4e76-90bc-41464996a9d1,2,1,14.8
CARD_VISA_9094,54,1,14.79
LOYALTY_ba4d90eb-b730-4100-96c3-aba5152f0960,91,1,14.77
LOYALTY_2f2dd8ac-93cb-4c2d-ba82-d8de0439d823,2,2,14.75
CARD_MASTERCARD_1728,41,1,14.74
CARD_MASTERCARD_9198,36,1,14.74
CARD_VISA_1785,94,1,14.74
CARD_VISA_5898,77,1,14.74
CARD_VISA_7473,10,1,14.74
LOYALTY_ee3d3c4d-601d-4d84-977d-fc5904728ebf,37,1,14.74
LOYALTY_ff41c90e-d956-4d5c-b387-ca0daa8fd2da,95,1,14.74
CARD_MASTERCARD_8613,17,2,14.73
CARD_VISA_5364,20,2,14.73
CARD_VISA_6711,33,2,14.73
CARD_MASTERCARD_7684,86,1,14.73
GUID_8c10136a-90e0-4fee-aec6-317a8c351754,13,1,14.71
GUID_a2a60eff-591d-4416-9759-f4df74827c3e,50,1,14.71
GUID_fc6e18f5-9d10-448d-967c-9628033e4361,30,1,14.71
CARD_DISCOVER_8780,36,2,14.700000000000001
LOYALTY_b9b14dd6-7291-46b3-995e-320739150ff9,1,3,14.7
CARD_VISA_5586,9,2,14.7
CARD_VISA_9338,72,2,14.7
